ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
DiNatale-2021b-AffectiveColexifications-DOMINANCE_LANGUAGE_FAMILY_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",family,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_FAMILY_CLICS3_WKB"", ""titles"": ""Dominance_fam""}",
DiNatale-2021b-AffectiveColexifications-VALENCE_MEAN_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,Computed mean valence ratings. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).,,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_MEAN_CLICS3_WKB"", ""titles"": ""Valence_mean""}",
DiNatale-2021b-AffectiveColexifications-AROUSAL_MEAN_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,Computed mean arousal ratings. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).,,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_MEAN_CLICS3_WKB"", ""titles"": ""Arousal_mean""}",
DiNatale-2021b-AffectiveColexifications-DOMINANCE_MEAN_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,Computed mean dominance ratings. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).,,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_MEAN_CLICS3_WKB"", ""titles"": ""Dominance_mean""}",
DiNatale-2021c-AffectiveColexifications-VALENCE_LANGUAGE_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_FREEDICT_NRCVAD"", ""titles"": ""Valence_lang""}",
DiNatale-2021c-AffectiveColexifications-AROUSAL_LANGUAGE_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_LANGUAGE_FREEDICT_NRCVAD"", ""titles"": ""Arousal_lang""}",
DiNatale-2021c-AffectiveColexifications-DOMINANCE_LANGUAGE_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_FREEDICT_NRCVAD"", ""titles"": ""Dominance_lang""}",
DiNatale-2021c-AffectiveColexifications-VALENCE_LANGUAGE_FAMILY_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_FAMILY_FREEDICT_NRCVAD"", ""titles"": ""Valence_fam""}",
DiNatale-2021c-AffectiveColexifications-AROUSAL_LANGUAGE_FAMILY_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_LANGUAGE_FAMILY_FREEDICT_NRCVAD"", ""titles"": ""Arousal_fam""}",
DiNatale-2021c-AffectiveColexifications-DOMINANCE_LANGUAGE_FAMILY_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_FAMILY_FREEDICT_NRCVAD"", ""titles"": ""Dominance_fam""}",
DiNatale-2021c-AffectiveColexifications-VALENCE_MEAN_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,Computed mean valence ratings. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_MEAN_FREEDICT_NRCVAD"", ""titles"": ""Valence_mean""}",
DiNatale-2021c-AffectiveColexifications-AROUSAL_MEAN_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,Computed mean arousal ratings. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_MEAN_FREEDICT_NRCVAD"", ""titles"": ""Arousal_mean""}",
DiNatale-2021c-AffectiveColexifications-DOMINANCE_MEAN_FREEDICT_NRCVAD,DiNatale-2021c-AffectiveColexifications,eng,,Computed mean dominance ratings. The value is constructed based on FreeDict (freedict.org) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_MEAN_FREEDICT_NRCVAD"", ""titles"": ""Dominance_mean""}",
DiNatale-2021d-AffectiveColexifications-VALENCE_LANGUAGE_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_FREEDICT_WKB"", ""titles"": ""Valence_lang""}",
DiNatale-2021d-AffectiveColexifications-AROUSAL_LANGUAGE_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_LANGUAGE_FREEDICT_WKB"", ""titles"": ""Arousal_lang""}",
DiNatale-2021d-AffectiveColexifications-DOMINANCE_LANGUAGE_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_FREEDICT_WKB"", ""titles"": ""Dominance_lang""}",
DiNatale-2021d-AffectiveColexifications-VALENCE_LANGUAGE_FAMILY_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",family,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_FAMILY_FREEDICT_WKB"", ""titles"": ""Valence_fam""}",
DiNatale-2021d-AffectiveColexifications-AROUSAL_LANGUAGE_FAMILY_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",family,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_LANGUAGE_FAMILY_FREEDICT_WKB"", ""titles"": ""Arousal_fam""}",
DiNatale-2021d-AffectiveColexifications-DOMINANCE_LANGUAGE_FAMILY_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",family,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_FAMILY_FREEDICT_WKB"", ""titles"": ""Dominance_fam""}",
DiNatale-2021d-AffectiveColexifications-VALENCE_MEAN_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,Computed mean valence ratings. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).,,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_MEAN_FREEDICT_WKB"", ""titles"": ""Valence_mean""}",
DiNatale-2021d-AffectiveColexifications-AROUSAL_MEAN_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,Computed mean arousal ratings. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).,,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_MEAN_FREEDICT_WKB"", ""titles"": ""Arousal_mean""}",
DiNatale-2021d-AffectiveColexifications-DOMINANCE_MEAN_FREEDICT_WKB,DiNatale-2021d-AffectiveColexifications,eng,,Computed mean dominance ratings. The value is constructed based on FreeDict (freedict.org) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).,,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_MEAN_FREEDICT_WKB"", ""titles"": ""Dominance_mean""}",
DiNatale-2021e-AffectiveColexifications-VALENCE_LANGUAGE_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_OMEGAWIKI_NRCVAD"", ""titles"": ""Valence_lang""}",
DiNatale-2021e-AffectiveColexifications-AROUSAL_LANGUAGE_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_LANGUAGE_OMEGAWIKI_NRCVAD"", ""titles"": ""Arousal_lang""}",
DiNatale-2021e-AffectiveColexifications-DOMINANCE_LANGUAGE_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_OMEGAWIKI_NRCVAD"", ""titles"": ""Dominance_lang""}",
DiNatale-2021e-AffectiveColexifications-VALENCE_LANGUAGE_FAMILY_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_FAMILY_OMEGAWIKI_NRCVAD"", ""titles"": ""Valence_fam""}",
DiNatale-2021e-AffectiveColexifications-AROUSAL_LANGUAGE_FAMILY_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_LANGUAGE_FAMILY_OMEGAWIKI_NRCVAD"", ""titles"": ""Arousal_fam""}",
DiNatale-2021e-AffectiveColexifications-DOMINANCE_LANGUAGE_FAMILY_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_LANGUAGE_FAMILY_OMEGAWIKI_NRCVAD"", ""titles"": ""Dominance_fam""}",
DiNatale-2021e-AffectiveColexifications-VALENCE_MEAN_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,Computed mean valence ratings. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_MEAN_OMEGAWIKI_NRCVAD"", ""titles"": ""Valence_mean""}",
DiNatale-2021e-AffectiveColexifications-AROUSAL_MEAN_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,Computed mean arousal ratings. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,arousal,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""AROUSAL_MEAN_OMEGAWIKI_NRCVAD"", ""titles"": ""Arousal_mean""}",
DiNatale-2021e-AffectiveColexifications-DOMINANCE_MEAN_OMEGAWIKI_NRCVAD,DiNatale-2021e-AffectiveColexifications,eng,,Computed mean dominance ratings. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,dominance,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""DOMINANCE_MEAN_OMEGAWIKI_NRCVAD"", ""titles"": ""Dominance_mean""}",
DiNatale-2021f-AffectiveColexifications-VALENCE_LANGUAGE_OMEGAWIKI_WKB,DiNatale-2021f-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on [OmegaWiki](sources.bib#cldf:OmegaWiki) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,valence,"{""datatype"": {""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}, ""name"": ""VALENCE_LANGUAGE_OMEGAWIKI_WKB"", ""titles"": ""Valence_lang""}",
